60.0,12.48,51.0,9.01
67.0,15.86,64.75,15.61
67.0,19.16,66.25,17.91
65.5,17.53,57.25,24.05
277.0,-49.06,276.5,-45.96
252.0,-69.01,229.5,-68.66
229.5,-68.66,238.75,-63.41
238.75,-63.41,252.0,-69.01
33.75,33.35,32.25,34.98
32.25,34.98,28.25,29.56
28.25,29.56,33.75,33.35
334.5,-60.25,349.25,-58.23
349.25,-58.23,5.0,-64.86
349.25,-58.23,7.75,-62.95
206.75,49.3,200.75,54.91
200.75,54.91,193.5,55.95
193.5,55.95,183.75,57.01
178.25,53.68,183.75,57.01
183.75,57.01,165.75,61.75
142.75,63.05,165.75,61.75
165.75,61.75,165.25,56.36
165.25,56.36,178.25,53.68
165.25,56.36,148.0,54.05
178.25,53.68,176.5,47.76
176.5,47.76,167.25,44.48
167.25,44.48,154.25,42.9
167.25,44.48,155.5,41.48
148.0,54.05,143.0,51.66
148.0,54.05,147.5,59.03
143.0,51.66,135.75,47.15
143.0,51.66,134.75,48.03
147.5,59.03,127.5,60.71
127.5,60.71,142.75,63.05
37.75,89.25,263.0,86.58
263.0,86.58,251.25,82.03
251.25,82.03,236.0,77.78
222.5,74.15,236.0,77.78
236.0,77.78,244.25,75.75
244.25,75.75,230.0,71.83
230.0,71.83,222.5,74.15
122.25,-47.33,130.0,-52.91
130.0,-52.91,131.0,-54.7
131.0,-54.7,140.5,-55.0
140.5,-55.0,149.0,-54.56
149.0,-54.56,161.5,-49.41
161.5,-49.41,159.25,-48.21
159.25,-48.21,153.5,-42.11
153.5,-42.11,142.5,-40.46
142.5,-40.46,136.75,-43.41
136.75,-43.41,122.25,-47.33
176.25,6.51,184.5,-0.78
184.5,-0.78,190.25,-1.43
193.75,3.38,190.25,-1.43
190.25,-1.43,201.25,-11.15
201.25,-11.15,213.0,-10.26
201.25,-11.15,203.5,-0.58
213.0,-10.26,214.0,-5.98
214.0,-5.98,220.75,-5.65
203.5,-0.58,210.25,1.53
